gene_or_protein,study_bias_score
PANX1,21
MRPL52,14
GYG1,13
CCNH,43
REEP4,124
RAMAC,48
VENTX,78
TST,4
CCR8,13
RAB11FIP1,20
TBC1D22B,145
RNF40,46
ALG13,18
ZNF250,106
SEC14L4,19
CFAP161,4
CPD,16
FCRL3,8
MTERF1,16
TBRG4,56
MARCHF5,35
MEPCE,33
ZNF384,5
SLAMF7,15
KCNC3,1
RGS7BP,1
KIF21B,34
FUZ,2
GRID2IP,4
EZHIP,7
CARD9,145
XCL2,16
FXYD1,10
ARRDC1,34
LKAAEAR1,1
DOK5,13
ATXN2,50
CTRC,14
NTN3,1
CALD1,34
LYZ,28
GJD3,1
ZNRD2,102
TPBG,1
DNAH7,1
RBM43,3
TXLNA,126
TRDMT1,13
ZDHHC6,15
ANKIB1,1
VAV3,11
CNRIP1,9
ST6GALNAC2,1
NAT14,23
LAMA1,21
TBC1D25,15
KDM2A,17
EXPH5,8
ZBED8,13
BAG2,141
PXK,10
RNF11,68
TMEM9,16
CYB5A,11
IMPDH1,58
RHNO1,11
KRTAP2-4,90
KCNE1,2
SSR3,24
ZIC3,3
EPHB2,9
MSX2,35
CPSF4,30
CFAP100,4
ZSCAN18,13
SLC7A8,23
TMEM62,8
RXYLT1,13
CYP2C18,5
OTULIN,14
FAM200A,4
F3,7
ZNF550,32
TCTE1,80
KIR2DS1,2
TCEAL3,1
RIPK3,93
ZNF576,21
HMGXB4,34
NPY1R,4
ACAA2,14
RBM18,6
TBCK,4
AP3S2,4
RBMXL2,22
SUDS3,24
SPR,3
RAB6A,20
UQCR11,1
ZNF607,4
UBE2U,65
GGCX,7
TERF2,51
HEPN1,1
KANSL1,39
HES6,6
ST6GAL1,16
PPP1R10,24
MRPL17,28
TMEM167B,31
EFR3A,22
ZNF101,12
ELOVL2,12
CELF6,2
SCN8A,1
MIA2,51
CLOCK,12
DISC1,647
TMEM209,16
SLC16A9,3
FRMD4A,4
CCDC78,2
RPAP1,14
THAP2,7
ID1,32
FBXL14,29
EPGN,4
FAF1,53
JAKMIP1,18
SAFB,36
SVOP,4
NR1D2,6
HTD2,1
DDX3X,96
TBL1Y,28
HSCB,729
ILDR2,1
ARFIP2,56
ILRUN,2
EHBP1L1,1
SLC25A1,45
UGGT1,38
CDC14A,8
FAAH,3
PPL,57
DYNC2I1,17
FABP7,2
BOD1L2,5
PHF12,14
PRKCQ,20
NAA10,60
BAZ1B,18
HYKK,1
LRRC1,21
TAS2R60,3
KCTD1,21
MALT1,29
MIEF1,33
KIAA0930,18
SLC25A37,1
TMEM263,10
FXYD6,62
H2BC3,14
LRRC28,4
TRPM1,2
FGD4,5
C16orf89,1
ZDHHC5,12
CERS1,6
DERL2,19
ORMDL3,32
LIPT1,6
AGER,19
HIVEP1,25
AHCYL1,58
ALG1,4
DDX4,6
SH2D1B,26
GSTK1,111
KEAP1,104
SIRT1,140
ACSS2,2
XKR7,1
VWA2,8
SEC22C,10
EFNA3,5
FCGR2C,8
SLITRK5,6
ZNF417,164
HOXB2,8
IL1B,4
WFIKKN1,9
NANP,4
STRAP,65
SLC25A44,3
PMP22,57
ACAT2,20
ADRB1,10
TRNT1,2
RPL10L,8
RECK,42
JAZF1,9
GGA1,44
ADAMTS10,7
RPSA,50
RASA3,1
DLX3,4
NDUFB8,37
PRKG1,15
GBE1,12
GREB1L,4
ANAPC2,31
PAXBP1,19
BTAF1,32
CCDC34,4
NEK5,1
LPAR1,101
GIT2,23
UST,20
SFT2D3,1
PLXNA3,32
PDIA3,66
WDR70,10
CAV3,36
RANBP10,38
CRNKL1,39
GGNBP2,4
RPGRIP1L,156
TMEM41A,10
PKN1,79
HIRA,27
GLRX5,17
ATP9A,28
AMBP,5
HPSE,19
KIF20A,24
ALDH3A2,64
ARPC5,35
ISM2,1
RAB24,15
CD160,8
DPYSL5,20
RBL2,28
BROX,8
PRMT1,103
ZMYM1,35
DYNLRB2,7
STX2,55
ITIH6,6
ESAM,8
SLC10A4,5
TANGO6,6
KLK13,1
NPIPA1,1
ZNF81,1
APOH,15
ARHGAP4,2
PTDSS2,5
SEPTIN10,20
PREB,16
CNOT8,33
MEF2D,6
NUP88,29
CRY1,107
ABCA8,1
SHISA5,9
PHF6,12
CAPN6,15
TCEAL8,4
DDB1,99
RAB11A,146
GAR1,60
ZNF224,11
MZT1,34
HAGHL,2
CSRP3,11
HOXB9,66
ASH2L,51
CCDC22,67
AGR2,93
GOLIM4,37
DIPK1B,4
LUM,8
PPFIBP1,23
BCAR1,250
PFDN4,48
MAPK8IP2,74
CRNN,19
DSN1,45
STX4,69
NHLRC1,5
CYYR1,2
SAT2,4
SLC18A2,10
FAM107A,27
GRTP1,6
NAA16,4
BEND3,21
GC,14
SEPTIN7,28
FAM71F2,2
SPATA24,39
TRAPPC1,25
PSG3,8
F2RL2,7
TSPAN6,15
ZNF843,10
PIEZO1,9
ENTPD6,8
RPS6KB2,6
AAMP,15
ODF1,22
DMD,36
GPATCH1,43
ALKAL2,1
FRK,10
ZMYND19,71
MCEMP1,13
ZFR,38
WDR1,29
RANBP6,45
AQP2,36
RNF187,11
UQCRC1,45
PNRC1,10
SERINC3,11
DKK3,57
TRIP6,173
DDX20,51
SULT1C4,1
WDR61,27
RAN,73
FLAD1,32
NCAM2,3
DYNLT2,1
GAS7,29
KRT40,335
TSKU,2
YIPF3,106
TRIM46,12
C15orf39,15
RAB26,7
SPDYE4,11
SYNE4,87
CHD6,9
SIGLEC9,13
PRDM2,3
PPP3CC,28
DPYD,3
OAT,34
UBA2,16
ABCC9,1
CDH23,8
KIR2DS3,1
ARHGDIB,4
NECTIN1,11
AP2A1,83
SLC8A3,6
VPS54,8
RPA4,8
GSTT2B,4
TAF12,23
SORBS2,45
CASTOR1,10
SELENOM,10
BAG1,41
NEK7,25
ORC6,19
GABRA2,1
ZNF91,4
TNFSF10,14
PLCXD3,2
RUSC1,95
PARN,17
CXCL3,4
ZDHHC1,19
BLOC1S5,17
TNFAIP3,70
ASB15,12
NAT8,25
EREG,7
ACY1,23
DNMT3B,30
TMEM94,12
SPSB4,4
EBF3,8
MOG,3
TDP2,19
NIBAN3,2
NFATC4,6
ZNF491,17
PCDHAC1,10
SPATA32,2
COA5,4
SHE,4
DDX52,32
ATP2A3,48
RTL6,6
MEIS3,22
YWHAB,452
GMCL1,152
CRYBB3,8
RETN,6
SARS2,25
WARS1,11
MBIP,65
NPC1L1,1
LAMTOR1,27
TRANK1,2
EMID1,4
HMGN1,8
PLCB3,9
AKAP13,15
COX5A,45
DMWD,57
GCSH,11
CES2,1
SLC38A4,1
SUMF2,7
CYC1,19
SEPHS2,5
RTCB,41
C4orf3,66
UBASH3B,59
MYO1A,9
HBM,22
C1orf131,12
WFDC3,2
PRKAB2,174
MYL1,8
CSF2,1
FBXO17,34
MYCN,17
LYRM1,6
SCHIP1,51
ACVR1C,2
ENDOU,2
HTATSF1,25
PXN,37
DAD1,17
STAC2,3
EBI3,6
ARHGAP31,3
KIF13B,11
SAMD3,6
TTC21B,13
LIPF,7
GRAP,6
RPP25L,21
MAPK1,76
TMEM160,18
MIGA2,9
CSPG4,12
YAE1,26
SLC25A28,4
CHRM1,4
TRIML1,2
UPK1B,48
ATM,82
XRCC2,11
PPP2R2A,61
MON1B,7
KCNA3,6
TTC5,26
ODF3,2
GLI1,34
NTMT1,10
PELI3,5
KLB,2
ALPL,9
FAT3,17
PTPRO,18
ALS2CL,7
PTTG1IP,10
CLIC6,1
ADA,3
ATP6V1C1,18
ZNF133,22
MALSU1,45
PSG8,37
FOXD4L1,24
DYRK3,5
SLC30A1,20
CCL23,2
EP300,103
EEPD1,12
CCHCR1,175
TSPY1,2
TRIM27,356
GET3,47
QSOX2,15
ZNF559,6
LRRCC1,22
ABHD14A,19
AP1AR,4
THTPA,6
RWDD2A,4
CHRNA3,31
ABCB1,7
SRPX2,1
APBB1,154
FAM160A1,3
PLPPR3,9
HTR4,20
POLK,24
LIME1,45
KRTAP19-3,17
MRPL30,21
TRIM55,160
CCDC15,2
PFAS,20
TCEAL1,42
CYSLTR2,33
PLA2G4E,3
ANKRD54,4
EDA,70
MIEN1,11
MICAL3,35
S100A7A,7
SLC30A2,64
FSTL5,2
SPEG,4
ARHGEF26,8
ELMO2,10
FOXS1,72
SERPINE1,15
PTP4A3,104
MARCHF2,25
FAM199X,8
ZNF493,2
SCIN,12
RUNX1,32
GNG4,14
POM121,59
NSUN3,6
TOP2B,19
C8A,5
TSPY2,1
HIPK3,20
HDAC3,89
MRPL53,28
CCDC103,32
BCL10,32
TSPO,18
CLRN1,26
TBX15,15
PRR4,11
FOXN1,38
RBCK1,71
VRTN,10
SPSB2,14
CXCL11,22
IFRD1,7
NELFE,18
NFATC3,5
RAB11FIP5,19
MYH2,10
ACAD11,42
ZNF407,3
STX11,128
SYNCRIP,189
PRKD1,9
CST1,39
TRIM69,55
HSPA8,402
OPRM1,119
BTN3A2,7
IGF2,10
WBP4,56
NUP35,24
CAMLG,31
LAMTOR5,66
ZNF862,3
LACC1,53
PRIMPOL,17
PSMB1,149
NUP98,49
PRR5L,18
CADM1,9
PCDHA4,39
WNT5B,2
TJP2,50
DNAL4,15
MSR1,13
LARP7,54
VIPR2,93
DEFB104A,6
CFB,11
TMEM39B,11
CDK16,38
SMPD1,9
RPTOR,54
TEDC2,10
CASP8,84
TCN2,1
HUNK,5
VIRMA,28
TMEM164,14
SLC34A2,30
TGFB3,4
DGKE,14
PNMA8A,4
KIF3B,11
PNPLA8,8
OPRL1,7
PLPP3,4
KRT85,45
ZNF41,7
RAD1,9
TM7SF3,1
RO60,10
DACT1,21
P4HA1,37
DTD1,3
STRADB,13
SMIM5,7
KCNJ8,14
DYNLT2B,25
DMRTB1,19
FBXO40,6
MRPL11,59
ILF3,87
REG4,6
ZFAND3,4
OXR1,3
KRTAP3-2,67
CNKSR3,15
CHRNA6,3
FAM91A1,20
ZBTB42,56
IZUMO1R,1
OSBPL2,10
L2HGDH,15
GADD45A,49
SRC,210
CD1E,26
CALCRL,2
KIAA0753,96
FAM124B,62
CHTOP,57
KLRB1,1
SPA17,9
SLAIN1,44
MAPKAPK5,8
NUDT16,3
MAPK6,390
SUCLA2,45
FAM20B,20
MECOM,18
DNAAF1,6
KLHL6,12
CX3CR1,4
YWHAZ,591
HAS2,2
RERE,30
FZR1,42
CCDC171,1
LOC102724334,2
CECR2,1
FAM222B,35
CCNJ,4
PRXL2C,1
C4orf46,9
PCYT1A,24
SGSM1,3
CNTN5,3
ZNF750,1
SGK2,14
IFNAR1,9
SCTR,1
RBBP8NL,10
MAU2,11
ST6GALNAC5,2
DHRS7,35
CCM2L,6
ZNF511,26
WNT7A,29
PLAAT3,4
ZNF619,2
BTBD16,1
PNN,94
LIMK2,25
CEP350,43
NFIL3,20
GMPR2,4
TENT5B,55
FANCE,14
TOMM20L,6
ZHX3,5
AGTR2,2
TRPC4AP,37
ABITRAM,9
ZNF543,3
DDX49,9
IFI27,3
FSHB,1
KIFBP,42
PSMC3IP,15
SSBP2,19
VAMP7,19
TNF,92
NMD3,17
DLGAP5,14
ATOX1,6
TSSK4,1
TRIM49C,3
SSC5D,19
PPP1R9A,26
PDLIM4,7
PPP4R4,2
SALL1,13
KRTAP13-4,7
FAM111A,6
UCHL1,37
SREK1,28
USP20,53
MAT2B,12
ARHGAP17,13
BTF3,41
LHFPL5,121
DCTN6,29
VEZF1,61
MCU,25
LSG1,14
SPANXD,2
SEMA4G,14
FBN2,18
NEUROD6,2
IRAG1,1
KCNIP3,13
EFCAB7,6
ACSM3,1
RGS12,10
MYLK3,5
GRIA1,2
NDP,4
SRRM1,39
CRYAA,11
KCTD9,96
PICK1,371
SMCP,64
APCS,6
OLIG3,26
SMC5,16
FAIM,9
FOXQ1,106
CADM3,1
TRUB1,7
SS18L1,33
NDUFAF1,52
ATXN7L1,10
ABCG5,4
DOC2B,2
ZNF160,2
MAPK12,12
PTPN9,55
PGRMC2,72
MPP6,15
CTSZ,18
GADD45G,51
AMELY,1
TGFA,6
EGR2,4
AFG1L,9
LXN,33
HBQ1,9
PREPL,34
LRRC3C,1
KIAA1328,42
AVL9,8
GNG2,8
MAP3K12,8
GLYCTK,54
KCNN4,12
MCM5,66
KRT24,46
SNX25,4
MIOS,27
RALGAPB,21
WDR90,15
ALKBH8,13
ZNF594,2
STOX1,8
BPNT1,54
SFRP2,13
SMARCC1,79
MAPKAP1,22
SLC10A7,10
AGO4,77
SMC2,58
CPVL,33
YWHAE,180
CLPSL2,1
CILP,1
GDPD1,23
CUL1,521
RPF2,55
SEC31B,12
RASA4,5
DNAJC17,3
ITM2A,19
PBRM1,26
SSR4,52
PDZD11,14
PLPP6,54
PRPF19,86
OXCT1,24
RPP25,34
TSEN2,18
KCTD12,22
KIF1A,43
NEMP2,1
FBXO38,11
DYRK2,12
TRMT10A,3
CRISP2,5
CITED1,4
CYHR1,16
IFT88,53
MAPK10,22
SUGT1,145
PTPN1,108
SLC14A1,8
MRPS17,15
NEURL1,2
KLF11,5
MTPN,26
GOLPH3L,16
IFRD2,13
TXNDC9,53
HAUS2,39
TMEM184C,1
TADA2B,26
MYH7B,21
GABRB2,2
ZBTB6,9
ASPM,75
MMADHC,16
MYOM2,19
ROBO4,6
CPE,20
MARK3,48
ADAP2,5
HSPB8,37
KCNK10,1
TMED9,30
AMY2A,2
ODAPH,40
ZNF584,1
ATP5MC1,9
TUBB6,40
TRMT2B,8
TYSND1,14
CCT2,192
ALKAL1,2
ELL2,23
OLR1,6
UBE2D4,93
SLC15A2,22
ARID1B,32
SFRP4,29
CLHC1,2
TFAM,93
CTNND1,49
BRIP1,25
NDUFC2,28
PATE1,4
SUPT7L,13
NOL12,65
HLA-DRB3,3
SERPIND1,2
TENT5D,12
PPA2,22
LY6G6F,2
TOMM22,146
IL6,3
PRSS2,11
NCOA5,30
POLR3C,47
DNAJB13,11
ARRDC3,53
EFCAB2,6
ZNF823,1
PTPRR,22
KIF26A,5
PLIN3,33
STPG2,3
MBD3,95
BMP6,1
NUP155,53
SETDB2,10
ARRB1,216
SRPRB,89
HDAC4,76
COPS7B,52
NPFF,1
MEGF11,2
PTBP2,25
UNC13B,5
ZNF660,5
KDM3B,20
TSC22D1,147
GPR39,2
PRELID1,9
ADH1B,3
GAD1,14
ZNF408,120
PLEKHH2,2
NECTIN2,44
SSUH2,4
PNP,20
EGFL8,6
KIT,6
RCCD1,20
SLC4A8,29
STN1,48
NDUFA4,218
RPS6KA2,23
NAV1,26
RAB31,13
SH3BP4,43
FCER2,1
CCDC157,2
GLO1,7
BDH1,16
ISCA1,29
NDUFA11,42
UBE2L3,38
KIF18B,14
CRYBG3,10
KRTAP17-1,44
PGAP3,1
SON,23
TRIM49,5
MLLT3,44
CLCN2,27
CHCHD6,17
GZMA,1
ARFGAP1,42
UAP1,11
CACNA2D2,13
BMF,16
MAT2A,28
ZIC2,3
TMEM132A,58
PRR35,69
ELP1,47
CDK5R1,20
FAM25A,18
MREG,6
SPTBN5,2
CCNE2,11
NYX,9
ZWILCH,6
WDR11,17
PTK6,31
WDR76,22
POLR3G,7
PHGDH,44
RABL6,27
PYGL,16
LY75,1
ELMO1,17
LHX1,6
RASIP1,11
BDP1,8
FAM102A,10
EMCN,1
ROBO1,12
CCDC102B,144
EPCAM,2
CFAP36,9
CCND1,49
FBXO42,11
MIOX,2
LGALS9B,11
EGFL6,16
MPHOSPH8,52
AGTPBP1,15
TCOF1,31
STARD3NL,3
TTPAL,1
ARHGEF25,3
NIPAL4,15
PLAAT2,6
PXDC1,3
RPS28,35
SLC6A13,1
HIVEP2,11
FAM43A,9
MAPRE3,63
IQCH,1
DHX33,11
CKMT1B,29
CRTC3,20
SERPINA1,22
IZUMO1,20
FOXO1,29
ELANE,1
CDK5RAP3,43
NUDCD1,207
MITD1,26
NUP210,22
SPATA1,24
TNFSF13B,99
FDFT1,39
ADAM19,17
UFM1,14
DHX36,28
STAM,17
TGFBR1,18
LCE1D,50
KDM2B,12
SLC41A2,31
PINX1,113
THOC3,23
EPB41L4A,1
OTUB1,341
GXYLT1,12
MRPL44,53
NCALD,33
PSMD3,60
ZNF107,8
ITPKB,15
VSTM2A,3
GTF2IRD2,7
FMOD,2
PSMD2,155
SLC30A6,23
RYBP,47
MRPL40,40
QPCT,20
YDJC,3
ZNF92,14
IFT46,21
AKNA,2
AP5Z1,5
FOXD2,18
BARX2,2
NT5E,40
PAIP2,8
ATP7B,11
KRT6B,43
ZNF22,22
ZBTB21,19
ODAM,13
EIF2S1,41
RAB6C,4
ZSCAN25,27
MTHFD1,39
FAM9C,10
L3MBTL2,96
EPX,4
VPS41,19
SDHB,45
ST13,28
PSMD10,43
CHCHD1,14
ZRSR2,50
ZNF605,1
CCN1,8
ELOB,57
S100A14,13
PNMA3,15
CBY2,123
PHKA1,9
NHLH1,4
CTNNA2,18
SNRPN,103
CRHBP,11
GOLGA2,524
PRSS37,11
TSPYL4,22
ADGRA2,2
MANF,10
VGLL1,14
PPP1R3B,9
GALNT4,8
B3GNT3,10
OR6B1,3
GNE,59
WASF1,39
DDX3Y,8
TMEM100,33
SLC22A14,1
ESRP2,4
ANKS3,7
KCTD11,4
FOLR3,1
SNRPF,118
HNRNPA0,46
ZNF534,3
SDF4,59
EBP,203
PLCH1,13
MYCBP2,48
SCPEP1,3
RINT1,118
CLASP1,33
TATDN1,2
TBC1D31,26
KIF5B,82
MRRF,24
SRSF4,29
EMSY,31
SENP1,15
AFG3L2,57
OS9,74
IQCD,1
UNC93B1,325
ASTE1,13
IFNL1,2
GCH1,30
SAA4,1
HAUS8,59
IER3,16
ACTG2,5
A1BG,16
ATG12,55
MBD5,16
MTMR10,7
CARD14,2
HIF1A,89
DGCR6L,21
GOLGA8A,2
CHEK1,38
CTDSP1,40
HDGFL3,14
CFAP65,2
COL9A1,6
USP32,43
P2RX7,13
SNX12,9
TAF6,20
MFN2,16
CLEC10A,25
GRIP1,24
MAPK8IP1,21
PNCK,1
WDR48,68
INSC,12
ALK,8
KAZN,11
ARPIN,8
SDHA,167
ASPDH,2
NHLRC4,19
ATRN,4
CLTCL1,60
DBF4B,18
SENP5,10
OLIG1,20
KIF16B,19
PDGFRL,23
PAX2,18
IL21R,1
H2AC21,38
TLR4,24
FLOT1,57
EOLA1,1
ATXN10,37
LILRB4,13
CX3CL1,9
LTK,5
ZNF197,11
ADSL,31
PSD4,2
ACKR2,7
HCN2,4
SNAI1,62
RUSF1,78
TWNK,33
MTERF4,16
PRAP1,14
TBC1D5,25
CERS5,7
NAT10,58
DPEP1,54
RAB27B,18
RABIF,26
RAB5B,12
FARSB,27
KIFAP3,72
ZC3H12C,2
USP16,10
PSMD1,62
SH3BGRL3,5
DPM3,9
ELP5,7
BCL6,116
DEFA6,16
SGCD,7
ANKRD44,19
TSNAX,1
LCMT2,11
DRAXIN,2
SLC38A5,3
NSMAF,39
PRKAR2A,38
CHST12,18
MKRN1,33
TTLL1,17
FBXL6,10
SDR16C5,12
C1orf56,5
EGR4,2
ELF4,1
CAMK1,15
STX16,20
HP1BP3,39
KTI12,3
ASPHD2,22
BANP,221
SNX31,5
NTRK3,33
ING2,30
LRRC15,48
PPAN-P2RY11,1
TMEM74,5
HSD17B14,25
RAP1GAP2,2
MPP7,18
SETD5,14
MANSC1,89
FBXO6,46
DDX25,3
HSP90AB1,618
TTLL4,5
SSMEM1,108
MYL6B,18
SPATC1L,45
OGA,26
MAX,97
TCEAL4,15
UBXN6,23
HERC5,24
ZNF689,17
CYB5R2,16
INSYN2A,31
DNAJA2,65
AARSD1,135
PPP1R2,12
LHX6,25
MRI1,11
UBQLN2,249
DCAF12L1,2
ARG2,5
ZBTB4,14
ZNF687,27
ABL2,36
GSTM3,35
TIMM9,7
GRIK5,4
SSX1,3
RCVRN,5
CACNA1B,4
XDH,3
GAGE2C,2
UGT3A2,6
HNRNPH1,110
KCNE4,4
KIF19,1
MON1A,6
FITM2,25
POTEF,61
ZSCAN10,1
LZTS3,6
TNFRSF10B,45
PCSK1N,7
CREB3L3,25
NIPSNAP1,58
GRHL2,5
PSME3IP1,31
PDZD3,6
TMOD1,45
TNS3,12
AOAH,1
TH,20
ALDOB,19
C7orf50,22
MRPL38,92
NEU4,21
SSTR3,9
NIPAL2,1
ZMIZ2,19
TAX1BP1,85
NLRC5,2
METTL2B,5
RNF25,20
SEL1L,24
RPS9,82
KCNE5,4
NFYC,53
SLC22A17,1
RP9,12
OGG1,4
OCM,2
PHAX,34
RFLNB,9
SNRPD2,69
JUN,1343
UBE2M,51
C2orf16,1
NTN4,10
ZXDA,4
GNS,16
TNIP2,83
C2CD5,25
RNF32,29
TPST1,5
DLG2,17
GLIPR1,1
ATP1B3,44
PSMG3,28
BDNF,5
PLAC8,1
PTTG1,18
VEZT,20
BTF3L4,8
ZXDB,2
MAP3K21,13
FLRT3,5
DST,62
MCEE,4
TMEM89,1
ROR2,59
ST8SIA1,8
GRN,148
CD96,5
NXF2,53
TSHZ3,33
RNF39,7
KCNJ9,1
CD33,29
CD276,11
RAB3B,16
SLC9A3R2,44
FASLG,75
CST6,36
DNASE2B,20
INSL3,8
SH3GL2,62
MSRB3,38
TAF1D,53
LRTM1,1
NAGA,3
EIF6,96
EMG1,23
POU4F3,5
IGF2BP2,40
DLC1,35
KPRP,120
SNAP23,44
NPFFR2,2
DUSP10,16
SPATA25,1
NLRP3,40
FKBPL,54
ZNF23,21
GPRC5C,35
EGLN1,14
DNAL1,3
CRYBB2,10
RAB9B,10
ALG9,30
PBX2,56
FAM163A,10
PPIF,24
SSRP1,77
ARNT2,10
ADSS1,3
GJA8,116
CD200R1,9
ASCC2,49
RABGGTA,22
RRBP1,32
ZSWIM7,5
ACTBL2,158
GIPC3,2
C4BPB,11
ESRP1,19
KIR2DL1,3
RNASEK,26
PEBP1,25
LY6H,3
FGF20,1
ANKRD13D,17
CASP2,13
ATP5ME,34
TMEM199,40
CPSF2,22
RAG1,13
CSNK2B,188
AACS,1
CSPP1,46
SPIN2B,18
OSTF1,26
DHX32,10
FAM71C,18
SP1,71
RADX,11
RPS3A,108
SF3B3,75
CLNS1A,36
CCDC173,4
CLPSL1,6
TP53BP1,318
STX3,83
CCDC112,16
KNDC1,2
TFB1M,15
IL10,5
EIF1AX,24
PLAC9,3
FERMT1,9
SREBF1,14
C11orf87,18
LNX2,68
SUGCT,30
FABP1,6
OR8D2,1
TMEM104,3
FAM172A,9
OR4F3,1
CEMP1,2
RAB25,12
ZNHIT1,37
GCM2,30
KCTD2,16
BCL7B,22
PLAU,6
LCE3C,47
CTR9,86
MYO5A,40
BBS2,43
ZBTB37,3
DIS3L,20
NOXO1,4
MAP3K10,2
KRTAP9-8,75
TPP2,25
LYPD4,66
PPP1R16A,49
ORM1,9
TMEM102,8
GCM1,1
ACLY,34
ABCA9,2
SERPINH1,39
BVES,3
LUZP2,3
ATP12A,50
KRTAP10-10,20
FNDC11,42
ASAP2,19
ADIPOQ,63
RPL8,95
NCOA3,28
ADAM11,3
IL13RA2,110
KRT71,28
DFFB,14
CXorf66,11
CTCF,38
MAP3K4,19
MS4A5,1
NME7,105
PDE4B,6
CSTF1,17
MGAT4C,34
WEE1,20
CDK9,60
DDX23,46
GPA33,8
ABI2,217
CHFR,21
WBP11,36
CYB561D1,3
MYH7,36
GLIPR1L2,8
TOR3A,17
PPWD1,2
PARP3,4
FOXA3,47
NUDT4,2
GPR146,2
DCHS1,3
NRF1,43
LRRN2,14
CTSE,9
ACACB,8
GHDC,23
ENPP1,10
VWA7,1
EHF,5
SMARCB1,184
ESD,16
ARHGEF6,38
YIPF5,43
PCDHB16,35
EEF1AKMT3,5
PGPEP1,11
ARL14,3
TMEM229B,40
VSTM2L,2
XKRX,9
ADGRF5,5
TBC1D17,18
FASTKD3,76
NUDT9,7
CDKL5,14
MRPL43,34
CASQ2,32
PHF3,14
ALKBH2,8
WFIKKN2,6
ZNF529,1
PAQR7,3
LAMP5,1
IRS4,87
TCEANC,124
INPP5B,12
ADRM1,48
MFAP4,3
AFAP1L1,2
TRIM63,152
APAF1,14
SCAF1,26
PSMB11,5
GRIN2D,3
PSMB9,61
PCYOX1L,6
MBTD1,29
KIAA1143,33
SDHAF4,11
VRK1,28
DGKB,2
CALHM6,3
SCLT1,151
ZFYVE16,11
IRX6,11
CRACD,6
MAPK3,85
PDE8A,2
C1D,26
C22orf39,40
TM4SF4,22
RNF168,26
PLA2G2F,2
SEC16B,2
SOCS5,3
TTYH2,5
ASPA,7
CENPH,39
HOXC10,6
GPR137,4
TENM3,23
USP54,118
LYPD3,85
MFSD10,5
ATF4,43
SGK1,52
ZDBF2,10
MLF2,91
CDKN1A,158
ARHGEF28,2
REG1B,3
RTKN2,3
BAMBI,5
FBP1,38
FOXH1,91
SIMC1,17
BTBD18,1
FHIT,9
VIPAS39,13
MED28,53
ZNHIT3,7
PCNX1,1
AMPD2,21
CLDN7,71
GLE1,16
SRPK1,69
TOPORS,30
MKNK2,34
CDC27,65
RSPO3,1
SPECC1,28
SPINK4,9
CALHM1,3
ZNF77,9
SERHL2,6
GDE1,11
MNT,5
NIPSNAP3A,23
MRPL28,79
PHF14,17
C20orf96,3
PRRG1,1
OR10H3,6
MAP3K5,42
SCGB2B2,1
CRELD1,19
PHRF1,9
ADAM8,12
ZNF805,1
PGK2,19
CHL1,7
ENDOD1,16
ERAS,1
KANSL3,12
MYO18A,158
CD248,1
CAND2,30
BCL11B,9
C5orf34,13
RAP1A,24
TWF1,30
UGP2,17
SPPL2A,2
FUT2,1
SYN2,7
C9orf50,1
ATP6V1F,20
TESC,16
CD3E,21
AHI1,36
GPAA1,27
ARHGEF3,10
RAB40C,9
F2R,7
TUBA4A,180
RBMY1F,35
TCEANC2,22
KIAA1755,1
ESYT3,4
GEMIN2,49
PRSS56,1
INTS12,30
SHISA4,9
CPA1,1
DHRS11,1
SLC30A7,12
DIRAS2,12
NSG2,16
TGFBRAP1,14
NUP43,27
FOXP3,72
HSPB6,8
PLD1,22
GPSM3,37
KBTBD4,17
CDC42SE2,4
SRD5A1,1
SLC1A5,55
C1orf226,7
PIK3CB,32
FCGR3A,3
IGFLR1,3
STBD1,25
LTBP3,3
LRRC71,1
LTB4R2,46
LYN,57
CEP68,16
ZNF169,48
TIMM22,6
SELENOK,31
ACTR1A,34
TRIM65,15
PRKAR1A,86
ATXN7,57
FAH,9
USP38,10
RTN2,16
H1-2,52
ITGB1BP2,21
PTS,16
KRT33B,69
SLC45A4,2
CFAP52,9
HSP90B1,82
CHRNA4,5
FOXP4,15
TTC39B,4
KBTBD7,135
CLDN1,8
TARS2,29
BTK,48
CSNK1A1,92
CERCAM,55
ZNF662,7
LZTS2,268
PIGT,37
HARS1,12
PHLDB3,18
SPX,1
INSIG1,9
NISCH,23
NPM1,295
CCDC153,20
SLC35C1,1
JADE1,15
PIM3,1
CTDSPL,6
SLC26A2,11
METTL15,32
SMIM21,1
MUC20,21
TMEM52,1
PIN1,193
WDR37,23
BICRA,15
ATPAF1,18
ZNRF4,81
RNF113B,3
AXIN1,98
HARS2,32
YBX3,55
ZNF394,9
MED13L,21
RAB35,31
MFSD2A,2
ADI1,4
ATCAY,2
CFAP73,1
SDK2,17
INIP,14
CCDC134,6
HEPACAM2,24
S100B,21
PRKCH,5
PKD1L2,1
TNNC1,1
SRGAP2B,6
CLDN11,10
CNTFR,7
FAM133A,18
GSK3A,36
CD164,7
SNRNP40,46
PPP1CA,353
EPDR1,24
KRTAP4-4,59
FAM216A,1
DGAT2L6,40
CDK12,26
RNF216,18
TSGA13,2
FAM71A,2
ZNF75A,2
CDH15,3
IL1A,6
DYNLL1,190
VAT1,12
SIRT3,49
FZD3,8
ZNF251,5
NOX5,8
DRD1,1
STK31,1
DRP2,2
